"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YALI0_B00748g",447.375780396792,-0.607132086865833,0.189035629462421,-3.21173362181719,0.00131936647756766,0.00874547808835416
"YALI0_B00792g",37417.9232976818,0.391585087842077,0.117768294642794,3.32504677111783,0.000884037035139218,0.00638408427612251
"YALI0_B01100g",498.064702800074,-1.02320125170526,0.27246419794496,-3.75536037183115,0.000173092239531995,0.00170849850984928
"YALI0_B01166g",9616.08786986836,0.474877105561471,0.155762959631153,3.04871650285782,0.00229821246389463,0.0134462284017856
"YALI0_B01188g",2493.23874650496,-0.497495764284576,0.112615767659931,-4.41763861866021,9.97850748537505e-06,0.000164633234205178
"YALI0_B01342g",2462.66573362311,-0.74253167847188,0.26079932950721,-2.84713798871693,0.0044114236069372,0.0222691718713633
"YALI0_B01364g",17429.9939001867,-0.593420752394024,0.212076530000388,-2.7981443886928,0.00513971309381157,0.025127897973422
"YALI0_B01430g",418.799402763994,-0.754417382187793,0.188401429312912,-4.00430816761372,6.2199239991727e-05,0.000769658843766242
"YALI0_B01474g",1336.37900871384,-0.438194268322007,0.132388700817353,-3.30990685471376,0.000933270226086908,0.00667563861086005
"YALI0_B01540g",11542.7751460302,-0.326297308346426,0.12917025239705,-2.52610258392495,0.0115335797778471,0.046222934086041
"YALI0_B01562g",3029.47107524031,-0.328721566610281,0.109247616906913,-3.00895869326263,0.00262144754383338,0.0148878021731442
"YALI0_B01650g",526.48063400663,-1.17564851305708,0.171692061190988,-6.84742500557029,7.51910858422277e-12,6.14302112164031e-10
"YALI0_B01716g",6210.27417108234,0.426059700732432,0.0984960280149799,4.3256536260288,1.52080234411031e-05,0.000233844913728163
"YALI0_B01782g",11642.2253187091,0.766708687948933,0.188642691791512,4.06434344563053,4.81678563318446e-05,0.000624524347583629
"YALI0_B01826g",5462.58326292186,0.579279305278343,0.152899981432907,3.78861592950901,0.000151488898890007,0.00154241174680651
"YALI0_B01848g",710.153803275383,-0.685975162142105,0.254084757209491,-2.69978872277066,0.00693835227471696,0.0317255339007793
"YALI0_B02002g",51260.93008343,-0.3028072195406,0.0912724484027766,-3.31761911551163,0.00090788195053151,0.00653053494709183
"YALI0_B02090g",291.659529521931,-1.31654038776809,0.257111512819533,-5.1205034474367,3.04721046219057e-07,8.57391458262002e-06
"YALI0_B02112g",7.42800330969928,-3.84578640696818,1.34843186664493,-2.85204354932443,0.00434391489402423,0.0220314786061169
"YALI0_B02266g",47879.9984054084,-0.320542857402343,0.123291653941892,-2.5998747454018,0.00932577926025446,0.0394006910677791
"YALI0_B02398g",58290.3663577313,3.00689640254635,0.964341846384603,3.11808142913165,0.00182032502670195,0.0112112842925212
"YALI0_B02420g",3724.39782633327,0.404668276701365,0.120404127474167,3.36091698175537,0.000776841713707253,0.00577605664544833
